paper_title,author,year,journal,dataset,dataset_size,num_inputs,classes,train_size,test_size,method,situation,error,error_sd,tuning,ntree,mtry,evaluation,comparison
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hepatitis,155,19,2,NA,NA,rk-rf,allround,12.8,NA,NA,ntree-tuning,random,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,mammo-mass,961,5,2,NA,NA,rk-rf,allround,16.9,NA,NA,ntree-tuning,random,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,post-opt,90,8,3,NA,NA,rk-rf,allround,0.2,NA,NA,ntree-tuning,random,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ta-eval,151,5,3,NA,NA,rk-rf,allround,21.7,NA,NA,ntree-tuning,random,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,votes,435,16,2,NA,NA,rk-rf,allround,0.1,NA,NA,ntree-tuning,random,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,zoo,101,16,7,NA,NA,rk-rf,allround,0.6,NA,NA,ntree-tuning,random,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,breast,106,10,6,NA,NA,rotationForest,allround,6.9,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ecoli,336,8,8,NA,NA,rotationForest,allround,1.43,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,survival,306,3,2,NA,NA,rotationForest,allround,26.15,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,spectf heart,267,44,2,NA,NA,rotationForest,allround,18.73,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,iris,150,4,3,NA,NA,rotationForest,allround,1.05,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wine,178,13,3,NA,NA,rotationForest,allround,1.6,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,parkinsons,197,23,2,NA,NA,rotationForest,allround,6.67,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wdbc,569,30,2,NA,NA,rotationForest,allround,2.3,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ionosphere,351,34,2,NA,NA,rotationForest,allround,4.3,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,sonar,208,60,2,NA,NA,rotationForest,allround,9.62,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,pima,768,8,2,NA,NA,rotationForest,allround,22,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,glass,214,10,7,NA,NA,rotationForest,allround,1,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,vehicle,846,18,4,NA,NA,rotationForest,allround,2.3,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,alzheimers,108,14,2,NA,NA,rotationForest,allround,17.6,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,waveform,5000,40,3,NA,NA,rotationForest,allround,7.66,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,musk,6598,168,2,NA,NA,rotationForest,allround,1.5,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,balance,625,4,3,NA,NA,rotationForest,allround,13,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hays-roth,160,5,3,NA,NA,rotationForest,allround,28,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hepatitis,155,19,2,NA,NA,rotationForest,allround,14.56,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,mammo-mass,961,5,2,NA,NA,rotationForest,allround,18.72,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,post-opt,90,8,3,NA,NA,rotationForest,allround,28,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ta-eval,151,5,3,NA,NA,rotationForest,allround,30,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,votes,435,16,2,NA,NA,rotationForest,allround,3.35,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,zoo,101,16,7,NA,NA,rotationForest,allround,1.64,NA,fixed/search,100,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,breast,106,10,6,NA,NA,rotationForest,allround,3.3,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ecoli,336,8,8,NA,NA,rotationForest,allround,1,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,survival,306,3,2,NA,NA,rotationForest,allround,25.5,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,spectf heart,267,44,2,NA,NA,rotationForest,allround,16.11,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,iris,150,4,3,NA,NA,rotationForest,allround,1.03,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wine,178,13,3,NA,NA,rotationForest,allround,0.8,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,parkinsons,197,23,2,NA,NA,rotationForest,allround,4.11,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wdbc,569,30,2,NA,NA,rotationForest,allround,1.8,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ionosphere,351,34,2,NA,NA,rotationForest,allround,4,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,sonar,208,60,2,NA,NA,rotationForest,allround,8.18,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,pima,768,8,2,NA,NA,rotationForest,allround,21.6,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,glass,214,10,7,NA,NA,rotationForest,allround,1,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,vehicle,846,18,4,NA,NA,rotationForest,allround,2,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,alzheimers,108,14,2,NA,NA,rotationForest,allround,16.7,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,waveform,5000,40,3,NA,NA,rotationForest,allround,7.47,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,musk,6598,168,2,NA,NA,rotationForest,allround,1.4,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,balance,625,4,3,NA,NA,rotationForest,allround,5.12,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hays-roth,160,5,3,NA,NA,rotationForest,allround,21,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hepatitis,155,19,2,NA,NA,rotationForest,allround,11,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,mammo-mass,961,5,2,NA,NA,rotationForest,allround,16.86,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,post-opt,90,8,3,NA,NA,rotationForest,allround,27,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ta-eval,151,5,3,NA,NA,rotationForest,allround,21.4,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,votes,435,16,2,NA,NA,rotationForest,allround,3,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,zoo,101,16,7,NA,NA,rotationForest,allround,0,NA,fixed/search,ntree-tuning,NA,10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,breast,106,10,6,NA,NA,rf-reliefF,allround,28.9,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ecoli,336,8,8,NA,NA,rf-reliefF,allround,14,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,survival,306,3,2,NA,NA,rf-reliefF,allround,28.8,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,spectf heart,267,44,2,NA,NA,rf-reliefF,allround,21,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,iris,150,4,3,NA,NA,rf-reliefF,allround,6,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wine,178,13,3,NA,NA,rf-reliefF,allround,0.6,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,parkinsons,197,23,2,NA,NA,rf-reliefF,allround,7.7,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wdbc,569,30,2,NA,NA,rf-reliefF,allround,4.2,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ionosphere,351,34,2,NA,NA,rf-reliefF,allround,6.6,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,sonar,208,60,2,NA,NA,rf-reliefF,allround,17.7,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,pima,768,8,2,NA,NA,rf-reliefF,allround,23.6,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,glass,214,10,7,NA,NA,rf-reliefF,allround,1.4,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,vehicle,846,18,4,NA,NA,rf-reliefF,allround,25.1,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,alzheimers,108,14,2,NA,NA,rf-reliefF,allround,18.5,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,waveform,5000,40,3,NA,NA,rf-reliefF,allround,15,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,musk,6598,168,2,NA,NA,rf-reliefF,allround,3.25,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,balance,625,4,3,NA,NA,rf-reliefF,allround,14.7,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hays-roth,160,5,3,NA,NA,rf-reliefF,allround,21.4,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hepatitis,155,19,2,NA,NA,rf-reliefF,allround,15.4,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,mammo-mass,961,5,2,NA,NA,rf-reliefF,allround,18.1,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,post-opt,90,8,3,NA,NA,rf-reliefF,allround,0.5,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ta-eval,151,5,3,NA,NA,rf-reliefF,allround,27.8,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,votes,435,16,2,NA,NA,rf-reliefF,allround,0.5,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,zoo,101,16,7,NA,NA,rf-reliefF,allround,2.9,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,breast,106,10,6,NA,NA,rf-reliefF,allround,23.5,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ecoli,336,8,8,NA,NA,rf-reliefF,allround,12.5,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,survival,306,3,2,NA,NA,rf-reliefF,allround,25.9,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,spectf heart,267,44,2,NA,NA,rf-reliefF,allround,18.3,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,iris,150,4,3,NA,NA,rf-reliefF,allround,4,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wine,178,13,3,NA,NA,rf-reliefF,allround,0.6,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,parkinsons,197,23,2,NA,NA,rf-reliefF,allround,6.7,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wdbc,569,30,2,NA,NA,rf-reliefF,allround,2.8,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ionosphere,351,34,2,NA,NA,rf-reliefF,allround,5.1,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,sonar,208,60,2,NA,NA,rf-reliefF,allround,14.8,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,pima,768,8,2,NA,NA,rf-reliefF,allround,22.9,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,glass,214,10,7,NA,NA,rf-reliefF,allround,1.4,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,vehicle,846,18,4,NA,NA,rf-reliefF,allround,23.9,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,alzheimers,108,14,2,NA,NA,rf-reliefF,allround,13.9,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,waveform,5000,40,3,NA,NA,rf-reliefF,allround,14.5,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,musk,6598,168,2,NA,NA,rf-reliefF,allround,2.2,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,balance,625,4,3,NA,NA,rf-reliefF,allround,14.7,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hays-roth,160,5,3,NA,NA,rf-reliefF,allround,21.4,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,hepatitis,155,19,2,NA,NA,rf-reliefF,allround,12.8,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,mammo-mass,961,5,2,NA,NA,rf-reliefF,allround,17.8,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,post-opt,90,8,3,NA,NA,rf-reliefF,allround,0,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ta-eval,151,5,3,NA,NA,rf-reliefF,allround,26.2,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,votes,435,16,2,NA,NA,rf-reliefF,allround,0.1,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,zoo,101,16,7,NA,NA,rf-reliefF,allround,0.8,NA,default,ntree-tuning,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,breast,106,10,6,NA,NA,rf-me,allround,28.9,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ecoli,336,8,8,NA,NA,rf-me,allround,14,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,survival,306,3,2,NA,NA,rf-me,allround,28.8,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,spectf heart,267,44,2,NA,NA,rf-me,allround,20.6,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,iris,150,4,3,NA,NA,rf-me,allround,6.7,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wine,178,13,3,NA,NA,rf-me,allround,2.3,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,parkinsons,197,23,2,NA,NA,rf-me,allround,11.3,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,wdbc,569,30,2,NA,NA,rf-me,allround,3,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,ionosphere,351,34,2,NA,NA,rf-me,allround,6,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,sonar,208,60,2,NA,NA,rf-me,allround,17.3,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,pima,768,8,2,NA,NA,rf-me,allround,24.1,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,glass,214,10,7,NA,NA,rf-me,allround,2.8,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,vehicle,846,18,4,NA,NA,rf-me,allround,23.5,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
Modifications of the construction and voting mechanisms of the random forests algorithm,Tripoliti et al.,2013,Data & Knowledge Engineering,alzheimers,108,14,2,NA,NA,rf-me,allround,13,NA,default,100,sqrt(p),10-fold cv,omnibus + pos-hoc tests
